Experiment_Name,HR@10,NDCG@10,HR@20,NDCG@20
Baseline_LightGCN,0.7449822904368358,0.5394056517156723,0.8232800257593647,0.5634016776670642
LightGCN_plus_CourseKnowledge,0.7317448391828557,0.5273660884189113,0.8206325355085685,0.5539164467961841
LightGCN_plus_CourseKnowledge_School,0.7285428070552038,0.526648559596413,0.816643411684734,0.5529305238713733
LightGCN_plus_CourseKnowledge_School_Teacher,0.7314228471253265,0.5280455414486559,0.8154806625881006,0.5535801834412517
LightGCN_plus_CourseKnowledge_School_Teacher_KPMajor,0.734052448928482,0.5303061285918019,0.819916997602948,0.5560359840005243
LightGCN_Full_KG,0.7301706557904905,0.5262208275618804,0.8189152445350792,0.5529543324359674
