Experiment_Name,HR@10,NDCG@10,HR@20,NDCG@20
Baseline_LightGCN,0.5109119530607134,0.32608982835053113,0.6159171407105292,0.3550456274810428
LightGCN_plus_CourseKnowledge,0.4928803978390755,0.31019516000788183,0.5986726771850739,0.3392690456969138
LightGCN_plus_CourseKnowledge_School,0.5078888054094666,0.3183893450056267,0.6167042324067118,0.348469804393625
LightGCN_plus_CourseKnowledge_School_Teacher,0.49361382419233657,0.30676691204070644,0.6019641515509284,0.3364489330333696
LightGCN_plus_CourseKnowledge_School_Teacher_KPMajor,0.5016278487352868,0.31533425927577285,0.6076526779006118,0.3443453429029847
LightGCN_Full_KG,0.49447246967908126,0.30673338030712677,0.6074916818718472,0.33769208152862484
